id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
4OyzSXRSadNQt5EMwASdap,0.563,0.452,0.523,0,0.233,-6.453,0.0625,173.85,0.363
4OzQg5IcAkBxQV6Awq2T0y,0.194,0.735,0.821,0,0.0872,-5.905,0.0413,125.005,0.961
4P0uyibZjcXZLVeNOHBd8Q,0.534,0.669,0.435,9.51E-06,0.0879,-9.646,0.0244,103.548,0.302
4p0WEALPRSImOlp0glMiDM,0.262,0.61,0.518,0,0.0766,-15.036,0.0288,97.707,0.897
4p0Yp2fnqydGVEgIE2p60X,0.0218,0.653,0.598,0.843,0.102,-9.179,0.0267,90.825,0.666
4p1Er46wDz4zGQI7Sxor3W,0.271,0.641,0.487,0.00223,0.133,-7.098,0.03,108.933,0.322
4p1K8tk0snDhGuv8JNCzHy,0.903,0.15,0.00407,0.94,0.0714,-36.918,0.046,86.079,0.0349
4P1L6AniTDJzANaubzWGYs,0.462,0.698,0.183,0.000424,0.335,-20.188,0.299,143.96,0.244
4p1pxmqtPtPHqWbOd2RgXu,0.0572,0.583,0.654,0.00116,0.133,-6.89,0.0472,90.021,0.191
4P1sbofnneFeEEASTFMEGl,0.8,0.0838,0.0164,0.942,0.0847,-37.033,0.0504,168.828,0.0375
4P21W3eMiIVS9ON4ctlxnb,0.943,0.478,0.388,0.0477,0.243,-8.485,0.0295,141.996,0.309
4p2AbJiH4eso5TE3wVqbV4,0.249,0.714,0.374,0.848,0.118,-16.312,0.0513,87.936,0.444
4p3PRzYpFARrDW5Z8Xl4kq,0.828,0.617,0.869,0,0.97,-12.754,0.96,61.2,0.125
4P3R9J5VGPyAPx9T6ZXAcF,0.374,0.441,0.441,1.35E-05,0.186,-13.361,0.0391,123.736,0.182
4P4I4atoRkFg0Vq9YZXqhL,0.000322,0.327,0.706,0.00935,0.318,-9.053,0.0294,95.719,0.656
4P4s2KHOw0uISbLI3zkHtD,0.00154,0.389,0.612,1.03E-05,0.116,-6.392,0.0355,138.351,0.16
4P4V9JQhiQEP9hr4U33lEY,6.39E-05,0.617,0.85,2.93E-05,0.481,-4.543,0.0325,125.03,0.589
4P5KoWXOxwuobLmHXLMobV,0.00016,0.5,0.824,0.00161,0.0916,-5.846,0.0388,120.125,0.539
4P5PiEBtsUj7UTXqYE89xr,0.547,0.724,0.828,0.342,0.0453,-7.256,0.0679,100.56,0.753
4p5PMH5fh01p0VeLIyeTei,0.0595,0.566,0.425,0,0.127,-8.255,0.193,144.993,0.107
4P5RL9KIqfA1q8xT0oLzHN,0.277,0.603,0.34,0,0.087,-7.742,0.0276,129.995,0.246
4P60VVMdkWcwGMBC7r4Kgp,0.526,0.594,0.571,0.163,0.204,-7.943,0.0285,100.827,0.674
4P6BuLsqtg5uISdE77ypI9,0.096,0.905,0.782,0,0.0623,-3.604,0.164,96.055,0.798
4P6n0udLAnmCNXVcobYbsK,0.115,0.697,0.529,0.901,0.0895,-8.838,0.0338,155.974,0.486
4P73qgh9VA1S9Hct6VhLI4,0.8,0.275,0.0719,6.77E-06,0.0761,-23.473,0.0379,88.366,0.148
4P7VFiaZb3xrXoqGwZXC3J,0.055,0.829,0.428,0.00423,0.137,-9.469,0.083,148.077,0.448
4p82pfEa4cayPqXLN6Rhzm,0.326,0.376,0.736,0.105,0.107,-9.438,0.0412,185.12,0.796
4P8apt1P3y4m7vQDJi2inx,0.98,0.31,0.123,0.114,0.18,-18.245,0.0343,79.498,0.0874
4P8n1pWj2xQnaBjy1rvZ3o,0.00251,0.139,0.795,4.72E-05,0.614,-12.428,0.0581,82.083,0.0754
4p8QcNkaq2FQj8uGJ7HEDK,0.228,0.532,0.441,0,0.0846,-12.866,0.0434,169.275,0.67
4P8qXnroR43S0xk0hmSbNs,0.245,0.556,0.291,0.881,0.247,-14.709,0.0311,94.635,0.0387
4P91jW5QmEkhoLgdMujp82,0.139,0.719,0.822,4.44E-06,0.118,-11.295,0.0499,112.806,0.924
4p9NsrEWOGReSmSzlx9X2g,0.784,0.68,0.313,0.0101,0.144,-15.051,0.0387,104.655,0.453
4P9qbRFA26qtfZNLCwizwH,0.58,0.613,0.555,1.64E-06,0.119,-9.801,0.072,127.267,0.556
4PA16FAl8LPmFmOhARawdV,0.0635,0.623,0.74,0,0.366,-6.945,0.307,82.874,0.351
4pa23KNAU2ul1REZDMJsAz,0.619,0.576,0.558,0.899,0.334,-15.152,0.0368,79.024,0.613
4paAidoE8VAemwU4jgCc6l,0.171,0.713,0.62,1.16E-06,0.118,-4.513,0.0422,130.09,0.206
4pADXqX5x76fDS8RmyvgwO,0.000426,0.448,0.976,0.000182,0.0884,-3.649,0.0749,184.076,0.585
4PAm0u3rGMWkjPdIwb0noC,0.0825,0.927,0.313,0.00839,0.0804,-12.213,0.12,128.952,0.943
4PaV16f3DUo9QxbQMUzMKH,0.211,0.628,0.753,0,0.12,-8.778,0.468,86.194,0.559
4PAwFMCI2N0tPqAoX0lBnt,0.972,0.224,0.0549,0.648,0.191,-25.496,0.0482,74.069,0.152
4pbEwQiDjPln3oYlijXuOE,0.395,0.201,0.718,0.789,0.135,-9.821,0.0657,149.734,0.159
4pbG9SUmWIvsROVLF0zF9s,0.386,0.49,0.715,0,0.311,-5.549,0.0476,130.726,0.866
4PBou1i63krEp3jKCPhxVD,0.422,0.763,0.939,0.136,0.119,-4.826,0.0488,124.396,0.448
4pBPeQX3KAdIHcnexRFGIY,0.327,0.382,0.494,0,0.0501,-6.507,0.0364,76.974,0.325
4pbQqdxHDI1oJpKxEfHxvq,0.318,0.678,0.585,0,0.065,-4.963,0.143,83.959,0.627
4pbrp5dxpqjfaf4GiS6YuO,0.00435,0.584,0.641,1.22E-06,0.113,-6.637,0.0284,88.033,0.353
4PCRawItOrjbAqZnZTBsca,0.723,0.326,0.23,6.27E-06,0.178,-14.018,0.06,174.795,0.538
4pCvvYLj3N4kdz0jvR33Dw,0.00444,0.54,0.71,0.893,0.107,-8.996,0.0329,120.097,0.481
4pD6dZayOsvT7B08esFWJs,0.194,0.729,0.513,0.543,0.222,-9.862,0.0579,127.673,0.642
4pdLyulbYLCrPmDzWWeJIZ,0.7,0.499,0.246,0.00227,0.0965,-12.806,0.0325,148.468,0.152
4pdLZsxq0y5oJDb6Cxlokw,0.151,0.729,0.442,0,0.189,-8.106,0.285,81.029,0.757
4pdoeoOQSu6DNznlfNc5FP,0.29,0.675,0.791,0,0.485,-5.64,0.0383,141.217,0.943
4PDoGfFdOttVXuywPElFpJ,0.217,0.671,0.629,0.000203,0.0213,-13.918,0.0353,92.023,0.88
4pDrETIPCEwQlGw5XofQw6,0.789,0.604,0.398,0.0403,0.0975,-8.02,0.0257,70.86,0.267
4pDrMVAsQn0uqo9sb6C8E2,0.00037,0.585,0.694,0.0144,0.0724,-6.632,0.0392,127.966,0.785
4pE4hOljOyhO2k2Orj8QJf,0.321,0.388,0.433,0.445,0.126,-16.447,0.0394,88.711,0.734
4pEaGoTSSU7YKu4hqor9Na,0.1,0.449,0.633,0,0.301,-6.917,0.121,105.348,0.545
4peEqwtnP8CoTZRFkDUqnC,0.686,0.767,0.362,0,0.0987,-11.371,0.0295,114.892,0.835
4PEeZ2U4UfP2Jo8EtIOjus,0.0624,0.65,0.562,3.21E-05,0.076,-5.965,0.0345,123.674,0.882
4pEZg4zQFcJ1jdboMYTYf9,0.917,0.665,0.313,0.0118,0.359,-15.188,0.0526,138.415,0.531
4PFiLGx8jAzcAJxwPLUeZ9,0.232,0.483,0.275,0,0.125,-13.609,0.0418,138.063,0.31
4pfkZUqRCYG5If39QHFpbQ,0.996,0.282,0.00199,0.914,0.0625,-41.932,0.0515,127.892,0.324
4pFNWAU8e8F32NQkMyLAZi,0.397,0.645,0.442,0,0.121,-12.997,0.0256,88.491,0.554
4pFvEWbjBpPUdYRQly0THs,0.0307,0.491,0.703,5.72E-06,0.167,-4.5,0.0319,157.988,0.344
4PFYwgDaD9zGD4LdiEyV5Y,0.00425,0.529,0.899,4.00E-06,0.073,-7.409,0.284,133.873,0.611
4pGCA3BOCADbAAvK4HIozW,0.657,0.646,0.629,6.46E-05,0.0428,-8.041,0.0305,112.047,0.457
4PGm4QqfLbh14bpDNCddRM,0.348,0.767,0.682,0,0.124,-7.057,0.203,138.264,0.578
4PgtB6Sul8WDTRZCe5e8St,0.0166,0.897,0.738,0,0.0573,-5.314,0.228,133.966,0.798
4pGWgMDgwUQiKOHBUJquKd,0.382,0.702,0.846,0.306,0.187,-6.555,0.0296,142.433,0.949
4PhC8QIdq2LcGm6KpXFaVi,0.788,0.159,0.162,5.14E-05,0.135,-12.618,0.0358,89.841,0.195
4pHjt1Hs1ghsey8dHnViYX,0.185,0.702,0.803,0,0.562,-9.129,0.0418,108.499,0.882
4phkpBRrdaZ8yB13BQ2XoE,0.64,0.548,0.627,0,0.483,-9.36,0.458,123.195,0.54
4pHQ9RYFhn3W0ha5KEuMnj,0.151,0.642,0.79,0.000583,0.305,-6.8,0.0681,114.96,0.613
4pi0Elz7B7cLfw37J3bYm9,0.145,0.681,0.814,0,0.556,-2.83,0.0603,89.99,0.876
4PI5yBLXgwdgRulNo4mQbt,0.682,0.527,0.417,0.000642,0.868,-14.285,0.0416,81.931,0.733
4PINSJIlBWsnVeveicq1S8,0.176,0.609,0.295,1.86E-06,0.0859,-14.933,0.0328,108.976,0.279
4PIRphLLoKGsjSNCBGr5Ha,0.00116,0.404,0.97,0,0.793,-5.923,0.0929,150.55,0.584
4Piypso6HAayTb3FwJIIaW,0.989,0.109,0.00459,0.89,0.0796,-32.667,0.0338,70.122,0.0441
4Pj5nvdDibE3sgflD87J2i,0.65,0.583,0.408,0,0.309,-9.125,0.564,74.738,0.612
4pj8ElgSWmmy5LT9a7jb0s,0.001,0.219,0.928,2.43E-06,0.341,-9.997,0.0697,197.462,0.446
4pJdnwJWBhR6juiDcV93pa,0.132,0.444,0.676,0.0995,0.157,-4.457,0.0437,183.999,0.532
4PJEK76V3A1S0XzZJuTWh7,0.03,0.639,0.621,7.59E-05,0.0863,-10.851,0.0316,116.333,0.496
4pJi1rVt9GNegU9kywjg4z,0.0402,0.459,0.753,0,0.0863,-3.827,0.0537,199.997,0.483
4PJOwnZaZec8a7bvt98lvL,0.0588,0.443,0.668,0.855,0.117,-11.131,0.0355,94.401,0.631
4pJt6B16mFRkmHfXUYmmrK,0.0254,0.595,0.606,0,0.0912,-3.724,0.0577,128.861,0.474
4PJxptsSC9S89hTO8gRCv3,0.119,0.533,0.748,0.612,0.316,-7.861,0.0285,105.921,0.343
4PJXT82AZtlDW4Q71b43oz,0.217,0.527,0.723,0,0.037,-6.134,0.0411,160.465,0.888
4pkFvX3AkuiSGPkv8gMlks,0.000639,0.43,0.971,0,0.107,-3.91,0.0672,96.235,0.294
4PkJ7c9y1CwpuVOiJODnCZ,0.000616,0.455,0.858,0.000247,0.226,-5.659,0.0391,163.118,0.597
4PKri4OX2AB2RXj95Y9ZgB,0.272,0.779,0.533,0.159,0.13,-14.152,0.0535,142.495,0.944
4pKUJwmq9mYcs1KNUsqAHH,0.857,0.477,0.231,0.497,0.0638,-11.842,0.0259,98.226,0.246
4Pl0i6WAf7Xf8v0GdLwqit,0.524,0.29,0.396,0,0.122,-10.039,0.038,134.863,0.222
4PL16UfgqJTpU7hQOnAwWS,0.965,0.673,0.195,0.132,0.142,-13.233,0.0451,122.234,0.465
4pl5zcqCv4vc3cB7M4MZ6f,0.0868,0.527,0.475,4.34E-06,0.248,-6.205,0.0258,143.962,0.224
4plqJpgjiU6UBJ3S26guPd,0.212,0.622,0.815,0.76,0.423,-11.259,0.126,104.771,0.497
4pM4yFNLj3pTiNXOZsWYxf,0.0735,0.812,0.586,0,0.106,-6.505,0.0654,100.062,0.323
4pMAuPWNkKFqxRPieeCqI8,0.0118,0.792,0.477,1.65E-06,0.0837,-7.945,0.0766,73.556,0.722
4pmc2AxSEq6g7hPVlJCPyP,0.00543,0.771,0.685,0.00157,0.0537,-4.639,0.0567,88.997,0.683
4PMdq7Q7xOFrY424ZelZEb,0.188,0.423,0.857,2.63E-05,0.105,-5.173,0.0687,75.024,0.196
4PmGRg8wtYI2cJx0HwAPAJ,0.26,0.738,0.817,0,0.218,-4.19,0.157,100.109,0.733
4pmiIC65ustS2XeeJwQvAU,0.0486,0.719,0.791,0,0.0721,-3.011,0.245,85.603,0.713
4PmMVdIFpJTB9WQbmILf4p,0.0455,0.862,0.648,0,0.0332,-7.401,0.251,98.012,0.637
4Pmo0mMgiyBCj1Zd7Axsi1,0.35,0.569,0.954,0.000265,0.0768,-4.82,0.126,91.205,0.574
4pMQBg2iS0iNwCCQOsXcOM,0.0878,0.548,0.919,0.0509,0.119,-5.318,0.0371,113.054,0.473
4pmU8AtVu9qU40Xd9zjEfA,0.00704,0.538,0.889,0,0.312,-3.586,0.0596,133.044,0.696
4PMvRfhHAx5j6Bb3XsFLoq,0.802,0.603,0.124,3.00E-05,0.0565,-18.301,0.0827,104.902,0.317
4Pn0JlCUusD2QHjADuOzuV,0.679,0.355,0.48,2.28E-06,0.12,-7.31,0.0282,100.956,0.137
4PN5gbJNYWx9yQ6hJepPbG,0.991,0.644,0.157,0.92,0.101,-16.323,0.0407,82.251,0.448
4pnFRnCOfaETea25g0YSvG,0.102,0.579,0.96,0,0.0674,-3.152,0.245,133.63,0.566
4pNT8XTKWb2vhcsqwzdXCT,0.428,0.53,0.843,0,0.164,-2.271,0.39,199.946,0.919
4PNZillimuw2umTqdyfK1O,0.126,0.775,0.609,0.672,0.11,-10.746,0.0634,97.551,0.724
4PoMfTYDPQ1OXdYSoP0pRt,0.195,0.626,0.732,0.331,0.14,-11.435,0.067,112.151,0.633
4pP5xVUYEZljcmfyYFQXsx,0.225,0.587,0.393,0,0.107,-11.455,0.028,131.266,0.271
4PpuH4mxL0rD35mOWaLoKS,0.00214,0.916,0.727,0.000145,0.118,-6.556,0.0861,94.997,0.201
4PPwkLq2ld1k09Bl5NkyZB,0.034,0.484,0.66,0.0812,0.0893,-11.163,0.0358,78.591,0.742
4Ppy0KysTPcXyzyP5JiJDx,5.49E-05,0.548,0.954,0.000137,0.245,-4.008,0.0806,130.086,0.488
4PqCIpr1uWNxakSW79FDaZ,0.988,0.43,0.29,0.881,0.213,-17.084,0.04,94.367,0.964
4PqIj0WOfPAq4QAvisjgpd,0.0546,0.764,0.842,0,0.0351,-3.835,0.059,105.018,0.869
4pqiLICe0uTHb9WfY02ek9,0.174,0.74,0.474,8.31E-06,0.153,-8.708,0.0622,107.454,0.0818
4PqiyUZuSwlssWRQPRkrFh,0.929,0.37,0.104,0.908,0.144,-21.112,0.0364,78.729,0.134
4pQXPcVWTCa4Ve73Sw4G2q,0.00949,0.629,0.697,0.235,0.118,-11.293,0.0765,162.266,0.844
4prCrRl7TAlBPXvUkJns67,0.995,0.279,0.0239,0.836,0.0793,-27.482,0.0407,70.007,0.0903
4PREkXFb8YawThmhZICrXR,0.507,0.547,0.543,0.136,0.241,-16.041,0.0342,104.828,0.595
4prEPl61C8qZpeo3IkYSMl,0.0892,0.568,0.719,1.84E-06,0.233,-5.406,0.0354,106.036,0.539
4PRGxHpCpF2yoOHYKQIEwD,0.000582,0.317,0.887,0.00258,0.0891,-7.292,0.0375,169.613,0.871
4PRhg1fcYMevprYDkVqweI,0.857,0.229,0.0989,0,0.0458,-19.106,0.0365,170.916,0.227
4PrquuUN34hswtM71OMvxS,0.0366,0.941,0.631,1.80E-06,0.0311,-5.998,0.114,128.597,0.63
4Prv0FdBlhP6Satf9Yb2Mj,0.236,0.539,0.644,0.775,0.114,-7.407,0.0399,78.311,0.781
4PS1e8f2LvuTFgUs1Cn3ON,0.92,0.319,0.21,8.06E-05,0.138,-15.231,0.0341,78.696,0.209
4psC5agYNMRBscGeLTqhc3,0.908,0.523,0.296,0.00087,0.0922,-12.486,0.0292,122.571,0.346
4PSITiLRcdZI5WyGlXAssT,0.378,0.4,0.284,3.13E-05,0.55,-11.616,0.0265,82.544,0.236
4pSUgU9nljaDmWWRxXGmAe,0.0054,0.599,0.525,0,0.0843,-12.568,0.0281,111.656,0.617
4ptir0omowIQjnqM3jsMct,0.0227,0.566,0.581,0.000815,0.167,-6.933,0.0245,100.117,0.326
4ptSL1o2pRgNvrC4wsN1Pl,0.644,0.383,0.599,3.61E-05,0.311,-5.432,0.0304,148.018,0.547
4PtZE0h5oyPhCtPjg3NeYQ,0.0206,0.527,0.838,0.000662,0.07,-6.013,0.0323,117.454,0.721
4PueDlZNZ9tnHjjncSyOWg,0.854,0.594,0.315,0.792,0.985,-15.984,0.0433,127.878,0.432
4pUmQqaZklcCOB3rFdWc7g,0.353,0.525,0.704,5.26E-06,0.0743,-5.801,0.0501,98.455,0.855
4PUWpNtDejQwwa80LjvxXl,0.0563,0.663,0.696,6.25E-06,0.226,-5.994,0.0349,139.98,0.449
4PUzCh9oJwah85uSPGET32,0.439,0.418,0.294,0.00126,0.0967,-13.859,0.0284,102.198,0.211
4PvD06Pmbm2rHG2JjSlElF,0.00101,0.597,0.696,0.0735,0.255,-6.196,0.0278,107.96,0.397
4PvPkRcbnO4s67MPnij3sh,0.876,0.516,0.157,1.42E-05,0.142,-19.213,0.0354,93.719,0.783
4pVwc3fU2RqL7l7L0fSwaq,0.00259,0.66,0.917,0.728,0.457,-6.897,0.0897,170.014,0.784
4pvY1WQBeAgPGMnWglrWY4,0.0549,0.53,0.916,0.000302,0.3,-5.643,0.081,98.722,0.905
4pW3aTX3kAmOaPJfc9UM12,0.48,0.789,0.683,0,0.35,-8.835,0.086,92.311,0.882
4pWawf1Rq4qHDv4Ktqjg2D,0.0663,0.589,0.826,0.000735,0.367,-4.577,0.0776,117.099,0.215
4pWb8UZ6IPVJA3CPjCNgzq,0.216,0.383,0.703,5.47E-06,0.131,-6.988,0.228,88.502,0.57
4pwGFtnF5ZWvvZee3Qmw1n,0.26,0.891,0.399,0.00061,0.0838,-8.665,0.165,139.948,0.761
4pWLh2rpIwawP5ExSwvV1V,0.0734,0.794,0.819,6.05E-06,0.377,-5.34,0.138,80.081,0.962
4PwwyZBEkHcm4OTJThCzXi,0.0608,0.696,0.886,1.01E-06,0.585,-3.713,0.0291,112.52,0.801
4PWxt9Fy949kUtkEi2GI5V,0.000146,0.143,0.995,0.438,0.364,-5.698,0.185,87.803,0.079
4Px3eyuChcQdX1GXytgxF2,0.12,0.75,0.444,3.69E-06,0.118,-8.63,0.0403,111.919,0.849
4PX6YOc2ysHxiBqwNNca2F,0.00334,0.464,0.728,0,0.218,-5.127,0.0372,142.145,0.26
4pX7shPLZKt6MEfbk8Vfk4,0.812,0.498,0.736,0,0.565,-14.779,0.95,83.932,0.242
4PxDHEEyHgYC6NUgqMtDFy,0.136,0.712,0.511,0,0.133,-5.723,0.0447,87.007,0.182
4pxj2nEkmypTXihGBv6gB1,0.0927,0.574,0.897,0.189,0.0357,-6.23,0.054,119.954,0.91
4pxrU6M8qULH1S9v0kv0YT,0.471,0.25,0.324,0,0.108,-9.545,0.0356,79.104,0.253
4PxzGOH79jcmmldKgoI9sB,0.725,0.271,0.31,1.99E-06,0.119,-7.967,0.0309,169.614,0.16
4PYiIgzcp4o5pEYji1xY9q,0.0153,0.661,0.733,0,0.0982,-2.7,0.0434,143.932,0.612
4PyKicaf5RL5tlidl6ZMO5,0.119,0.426,0.917,0,0.153,-2.968,0.103,175.716,0.506
4PYOh644yKjYyvyVUHqcof,0.0874,0.39,0.457,8.90E-06,0.123,-7.915,0.0327,143.977,0.145
4pYQb0fYwPbTD09uDhiQzU,0.414,0.801,0.327,0.259,0.578,-15.637,0.0613,102.167,0.636
4PYTMO1VMWLPVvGUtqkUwv,0.0349,0.528,0.9,0,0.144,-4.301,0.0759,127.986,0.558
4PZ4xyWBCCJqAeWI8uSLca,0.308,0.797,0.507,0,0.108,-9.214,0.0694,102.069,0.447
4pZ7KpKbQfSM0AEGxR9Ks8,0.944,0.623,0.734,2.31E-06,0.943,-10.92,0.916,122.749,0.437
4pzj4nTkEwLth08601yUFr,0.346,0.756,0.279,4.48E-05,0.187,-12.415,0.0376,93.379,0.788
4PzovBqgnSHKd8opsP7IVM,0.128,0.758,0.646,0,0.0778,-4.701,0.112,155.955,0.589
4PzPvpE63ttEbKyMDRWB6q,0.759,0.638,0.336,0,0.0728,-7.52,0.0248,78.86,0.567
4Q19lVJ2aBIJ3TMwFrBeTH,0.277,0.538,0.555,0,0.131,-7.612,0.0299,75.002,0.429
4Q1w4Ryyi8KNxxaFlOQClK,8.34E-06,0.431,0.962,5.04E-06,0.321,-3.269,0.0789,156.103,0.585
4Q1WcYBA6h651KhNjo1gsw,0.666,0.509,0.208,1.69E-06,0.0333,-9.643,0.0422,117.898,0.282
4q26ViixkilRLjl1MdLABS,0.109,0.521,0.627,0.829,0.122,-11.863,0.0471,171.84,0.139
4Q27I5G3W14hnYVi45oi2h,0.0169,0.222,0.659,2.09E-05,0.471,-9.942,0.0487,75.634,0.322
4q2l7MCk0oNZUxMXK1qZsU,0.506,0.61,0.476,0,0.197,-10.55,0.0303,135.941,0.443
4Q2UbOhGxHwoa3QuLHYQjh,0.193,0.554,0.633,0.00035,0.205,-13.091,0.0309,136.925,0.907
4Q3m2WAmHWXJYSTvDdifXZ,0.911,0.411,0.296,0.000115,0.223,-8.177,0.0404,111.598,0.0398
4Q3N4Ct4zCuIHuZ65E3BD4,0.0576,0.497,0.489,9.91E-05,0.122,-7.724,0.294,171.853,0.231
4Q4K8fikwOmZYmz82Wco4w,0.0281,0.693,0.891,0,0.143,-3.261,0.296,91.1,0.532
4Q5HmyNvQHlfylzGY7V3Wr,0.466,0.81,0.536,0.00074,0.0401,-11.573,0.0583,97.311,0.957
4q650OiSDQIwccxDFpuuBm,0.511,0.71,0.734,0.838,0.0701,-14.932,0.052,147.979,0.4
4q6dqyGM25sKFU8nYAGRe4,0.0354,0.711,0.508,0,0.141,-7.299,0.0494,98.098,0.665
4q6oNFTjZmJqkIgPdp8iR1,0.123,0.648,0.85,0.000347,0.0529,-4.248,0.0561,170.061,0.567
4q71tVc9hHLBcsaPp2uCQA,0.0447,0.609,0.587,0.958,0.162,-11.445,0.0286,113.006,0.428
4Q7Qu1ZXPOJ5qXUjzqPNTK,0.0524,0.721,0.653,1.16E-05,0.171,-9.174,0.0297,117.094,0.887
4Q7UkPYq3NGTwhAMjfeE4a,0.000627,0.791,0.601,3.13E-05,0.107,-4.978,0.217,168.161,0.272
4q83spgP5cU0MXMqrYsxau,0.607,0.762,0.504,3.41E-05,0.119,-9.424,0.0282,125.736,0.467
4q8AGDL52LwEQMjq1k9d5F,0.827,0.574,0.31,0.499,0.107,-12.369,0.0272,83.013,0.214
4q8f3Ls32PcXE8Ks4V1ufx,0.995,0.398,0.00293,0.922,0.0897,-29.481,0.0666,130.464,0.0804
4Q91K9yFyccseq4xtD1FYK,0.0333,0.797,0.659,0,0.23,-6.435,0.345,185.947,0.25
4q9QVIaLqjbcoqeCfM2zan,0.000219,0.31,0.977,0.273,0.0785,-5.478,0.164,100.626,0.179
4qA8M5hJn45rtFyWH5Ixar,0.345,0.724,0.369,0,0.0592,-15.259,0.0422,82.941,0.86
4qAHuJq5T4Q97EQZG47H0P,0.406,0.426,0.284,0.00335,0.362,-15.492,0.0616,112.039,0.311
4qArKIA7dnmdushoBlkV94,0.323,0.836,0.766,1.18E-06,0.091,-6.229,0.0371,112.548,0.844
4qawsTQMIjiRZvbJB0vp7i,0.238,0.627,0.397,2.73E-05,0.103,-8.765,0.0292,119.877,0.219
4qaxeVzW69AqS6HHeMZaYC,0.876,0.377,0.0475,0.545,0.311,-23.78,0.04,104.002,0.114
4QAXLB2Hkx3n7LbOFxD34h,0.0886,0.663,0.53,0,0.154,-9.763,0.0301,109.003,0.269
4qaxWylitp9qvg0zsaEqeo,0.00165,0.767,0.541,4.75E-06,0.29,-4.877,0.0766,169.068,0.516
4Qb7yDdOIpbe3N6X8eYf5A,0.569,0.84,0.47,0.73,0.129,-8.489,0.153,89.967,0.868
4qBHDoJFUUSvTa4aZJfEuw,0.928,0.621,0.569,0.0356,0.115,-7.318,0.0297,110.022,0.402
4qbiCq2xkNPyojuZFeNeqx,0.196,0.616,0.761,0.0025,0.374,-9.199,0.126,145.074,0.708
4QbPdzir5WY3Moq2X0UrG9,0.631,0.708,0.426,1.45E-06,0.0993,-12.825,0.0287,114.493,0.736
4QbQ55kHcRNho6XLaPctT1,0.161,0.262,0.567,0.263,0.225,-11.075,0.0344,172.857,0.377
4QbvmYYVLl8LNUsOXstLft,0.754,0.439,0.155,0.0148,0.101,-17.463,0.0317,142.034,0.304
4QC4XLTPHiSdexDsKO5Vi7,0.829,0.531,0.2,0.486,0.117,-17.265,0.0353,81.898,0.128
4QCewnAXjBDejsS8713Bt9,0.994,0.222,0.0119,0.925,0.102,-32.855,0.0357,72.774,0.14
4qCGe8cM5ycEKcPJdRyk3m,0.0451,0.536,0.765,6.97E-06,0.344,-1.991,0.0277,94.677,0.456
4qCQh7NCxDzeSivKQO0aHB,0.797,0.488,0.469,0.0246,0.0998,-10.248,0.0374,94.837,0.772
4qCYYhzI5bCz7JxV7VD4HH,0.785,0.467,0.517,0.936,0.0926,-9.914,0.0366,170.032,0.314
4qCzHeR0X0zGK0oT2AOlhW,0.0802,0.681,0.484,0.00369,0.21,-9.775,0.0251,102.315,0.652
4QDbzpmRA6atTEEE2W7j7k,0.0674,0.379,0.868,0.763,0.0645,-4.913,0.038,169.984,0.744
4qdgv45EPcQqpQ08tF34f8,0.0747,0.842,0.498,0,0.123,-6.838,0.505,150.933,0.32
4qE2iDO78w5uHs03R8V7FQ,0.000858,0.511,0.718,3.73E-05,0.0917,-6.795,0.118,167.722,0.291
4Qe7CY3FlIpwENvffjHJ61,0.874,0.458,0.146,0.000793,0.101,-15.264,0.0321,101.246,0.545
4QEeLo0E9yoBWCFAfaXhRc,0.389,0.543,0.488,0.0326,0.117,-9.287,0.03,86.093,0.512
4QelFzhVgLomeQhvKrwM1S,0.862,0.376,0.246,0,0.155,-9.803,0.0286,80.167,0.282
4qEoqyPbLYnLOii6mKlIjI,0.00361,0.562,0.768,0,0.0742,-5.006,0.0488,139.968,0.218
4qexD6ObR5nzpFJNpvQxIr,0.105,0.766,0.739,0,0.084,-3.011,0.0835,110.018,0.751
4Qf4sunHJJz4581avJ07kX,0.956,0.0674,0.0267,0.947,0.11,-25.469,0.0388,71.49,0.0344
4qfUlchVD7WM4JhA5xio6m,0.0271,0.708,0.447,0.000728,0.102,-6.305,0.0952,89.62,0.0384
4qg2rXtE20scfPhGvG5tqq,0.0108,0.453,0.906,0,0.657,-3.606,0.064,146.96,0.361
4qG3Um3jXlQnaQV1yVo3it,0.114,0.627,0.839,0,0.534,-5.589,0.0508,157.993,0.79
4qg7uptMkSHq8uatbgcP37,0.966,0.236,0.0965,0.976,0.134,-25.503,0.0524,66.73,0.0736
4qgDlkfqsbZ0q5tOSp0nqE,3.53E-05,0.548,0.918,0.0286,0.0797,-5.73,0.0545,107.977,0.28
4qGGfl1Y4pLeerhRaI2MIq,0.0195,0.394,0.691,0,0.394,-5.124,0.0359,200.027,0.314
4QglwXpVgc088RhQOp42vx,0.181,0.48,0.384,0.105,0.124,-12.705,0.0304,152.184,0.194
4qGsLYHRIXHGlh2l1J0xYo,0.391,0.63,0.906,0.0041,0.111,-8.283,0.0464,144.096,0.882
4qGwoTBvRhJ7YGeoQGytJV,0.157,0.433,0.542,6.56E-05,0.12,-5.589,0.0264,83.938,0.158
4qgZs0RNjdzKAS22lP0QjY,0.00976,0.49,0.724,0.0046,0.159,-9.581,0.0366,125.812,0.292
4QH5Dw1Rmzf3czMvsHRD7B,0.0657,0.568,0.939,0,0.368,-1.577,0.0446,97.937,0.676
