id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
000xQL6tZNLJzIrtIgxqSl,0.131,0.748,0.627,0,0.0852,-6.029,0.0644,120.963,0.524
004XT7kCZUEJkVIZjmBdDi,0.00163,0.644,0.749,0.863,0.0735,-6.531,0.0336,174.065,0.755
005lwxGU1tms6HGELIcUv9,0.00223,0.699,0.76,0,0.132,-3.173,0.0677,129.996,0.696
007n10xGvSbc7dKgAORVIq,0.126,0.458,0.677,0.000587,0.0944,-4.327,0.031,208.056,0.488
007reLkuOQhAJypiC5sVyX,0.0307,0.683,0.423,0,0.245,-14.597,0.0332,89.336,0.938
00AxNl4D4jHL2AEf1W55j5,0.000668,0.579,0.804,1.19E-06,0.198,-4.777,0.0265,107.985,0.291
00B7TZ0Xawar6NZ00JFomN,0.287,0.62,0.625,0,0.314,-7.438,0.553,167.911,0.665
00bnP8RyknzZMkNlEAO2ih,0.338,0.613,0.563,0,0.381,-8.206,0.358,103.371,0.775
00bOhb4584JjyfTiXX81mO,0.424,0.629,0.387,0,0.0479,-13.667,0.0386,76.003,0.497
00CcJObzGJw76LjLDyEO6I,0.902,0.243,0.117,0.842,0.263,-19.072,0.0378,139.014,0.0397
00Ci0EXS4fNPnkTbS6wkOh,0.000965,0.53,0.77,0.0115,0.265,-5.882,0.0824,184.537,0.107
00CmjeeHvAVKvx3tcIiZTy,0.426,0.678,0.405,0,0.109,-16.965,0.0304,105.902,0.96
00cn1ynXQhURwsgv69fN0b,0.00148,0.429,0.936,0,0.177,-6.162,0.055,151.287,0.689
00cP5rqzL6ZrwMaqTEeGIN,4.62E-06,0.513,0.976,0.00034,0.117,-3.117,0.17,111.992,0.133
00CqEmnPLFKDhAb3cuu6Cs,0.0399,0.575,0.985,0,0.166,-1.038,0.0743,116.011,0.476
00CXUMREit80f2McJsjcIz,0.995,0.355,0.0164,0.926,0.0986,-28.659,0.0396,67.946,0.0922
00epdG9ONPL8KkErbmKW8o,0.99,0.59,0.106,0.648,0.11,-17.245,0.0332,97.042,0.28
00ewK9Kpoi6c22txK9Zg3L,0.785,0.464,0.509,0,0.141,-7.04,0.0311,125.224,0.811
00f5PRX5IZwqWQUYnHm39U,0.806,0.185,0.12,0.946,0.111,-16.101,0.0416,135.019,0.0541
00FROhC5g4iJdax5US8jRr,0.591,0.764,0.594,0,0.145,-10.05,0.185,87.261,0.695
00gLisxOrLruNwJFdpkHc2,0.631,0.533,0.313,0.681,0.072,-16.827,0.033,148.926,0.517
00GOPLxW4PGQuUYdPJh8K1,0.154,0.71,0.47,0,0.643,-9.33,0.142,80.027,0.581
00h6syYCxPKVsInPHXhdZ1,0.000324,0.332,0.837,0,0.164,-3.437,0.038,171.341,0.551
00hgtJwONC7jG6X0GUMXvv,0.00479,0.48,0.93,0.104,0.161,-5.985,0.0385,136.904,0.487
00hh0NPClA0PJetfwn4k5R,0.167,0.706,0.631,4.91E-06,0.155,-4.292,0.0381,81.004,0.603
00HIh9mVUQQAycsQiciWsh,0.282,0.706,0.457,0.00849,0.0614,-9.359,0.0383,78.014,0.723
00i0O74dXdaKKdCrqHnfXm,0.0344,0.725,0.903,0,0.183,-2.955,0.0658,142.006,0.946
00i7ax8aYWIIM6bfg84rww,0.234,0.418,0.83,0.00141,0.244,-7.7,0.119,124.052,0.549
00Iqzdq2idIiTZLQwDHiX1,0.945,0.336,0.247,0.264,0.273,-21.54,0.0532,74.793,0.429
00IrSynHsun7DpDrLkRIjM,0.479,0.62,0.703,0,0.14,-7.854,0.0836,136.155,0.559
00jJj3XYxKxjJl0fYFvIIu,0.892,0.639,0.096,0.000124,0.541,-19.257,0.0469,120.815,0.607
00KfIFi2TpAaQGPbRbFbKJ,0.00401,0.553,0.907,0,0.266,-5.623,0.0484,100.967,0.451
00klSin5es2cwPgZf103Fz,0.389,0.719,0.534,7.92E-06,0.363,-9.804,0.0274,129.986,0.832
00kvKlIvfzQLSi6T2zwXuS,0.269,0.73,0.622,0.00874,0.111,-11.7,0.0532,90.973,0.752
00lyarD4289QvlInsLDf9z,0.0516,0.64,0.617,0,0.323,-4.616,0.0362,76.996,0.902
00m7k9KGQMFNrc07N4Xtzx,0.027,0.456,0.485,1.34E-05,0.0907,-11.386,0.0611,148.676,0.837
00Mb3DuaIH1kjrwOku9CGU,6.79E-05,0.487,0.9,0,0.358,-4.417,0.0482,149.937,0.484
00meczE1jpLTX0BBzIGrAR,0.393,0.764,0.84,8.64E-06,0.0686,-5.023,0.0672,130.276,0.843
00NAQYOP4AmWR549nnYJZu,0.0155,0.664,0.771,9.60E-06,0.46,-5.779,0.0533,109.945,0.763
00NNd1BFzQQzZe4UcvZIzB,0.00544,0.623,0.82,0.000208,0.14,-6.842,0.0499,128.35,0.637
00NUqFMIpCsrYPbM9YpVHQ,0.0114,0.504,0.856,0,0.256,-5.024,0.286,101.866,0.335
00NxCtvQTy3wkSvpaKEyKe,0.956,0.612,0.139,0.00449,0.0925,-13.529,0.0885,163.557,0.489
00oZhqZIQfL9P5CjOP6JsO,8.40E-05,0.38,0.829,0.00208,0.342,-6.105,0.0405,125.887,0.0534
00p615Q4EFYMIAr055wqRu,0.0386,0.555,0.86,0,0.325,-5.965,0.038,108.594,0.468
00PQGqk0unpUPuu8JpXXmD,0.269,0.541,0.54,0.734,0.0973,-10.715,0.0443,115.643,0.547
00QAndVDVfNqNWYdWAhEan,0.577,0.135,0.399,0.00104,0.115,-8.67,0.0361,87.476,0.0383
00qOE7OjRl0BpYiCiweZB2,0.0828,0.357,0.653,0,0.0844,-5.554,0.0654,176.647,0.522
00QyLmjxaSEE8qIZQjBXBj,0.0521,0.554,0.899,0,0.0568,-4.573,0.408,171.966,0.552
00rDcOb5oBm6tUvhDnDhdJ,0.851,0.564,0.229,0.025,0.125,-18.816,0.0448,94.234,0.406
00ReeHCY0FQUyuAUyPJdnk,0.0514,0.672,0.761,0,0.474,-9.644,0.248,102.192,0.731
00RszQJWEyatTmJhP9OAay,0.0452,0.516,0.874,0.000519,0.959,-4.823,0.0273,104.975,0.501
00SmB7n85SKROGjybsyq5i,0.944,0.755,0.545,0.000118,0.144,-10.027,0.0646,149.807,0.964
00sPWXrRQtyGn9BqoPbMCd,0.857,0.12,0.133,0.867,0.106,-18.955,0.0393,73.94,0.0616
00sydAz6PeOxYzwG1dRIPi,0.00353,0.235,0.977,0.00604,0.172,0.878,0.107,152.952,0.241
00t78SKl7PHj3KfQ54fenL,0.00781,0.727,0.605,0.83,0.224,-8.303,0.0711,181.539,0.687
00t7QTffOR3SA3L1BvSQVq,0.44,0.506,0.505,2.30E-05,0.0938,-10.198,0.444,76.016,0.0788
00TU7szqwBrxWTd9SO7ihK,0.00285,0.372,0.764,0.0121,0.708,-7.352,0.0347,82.824,0.22
00U1MDChdOTxWwtKoOoBXE,0.462,0.612,0.591,0,0.111,-7.02,0.051,160.659,0.349
00vYs0qZA40Z8AAaN7xmMO,0.294,0.685,0.594,3.69E-06,0.358,-10.906,0.0289,121.761,0.853
00wT7HAtqZ2BnemrR34vbO,0.509,0.43,0.623,0.92,0.0987,-7.426,0.0368,166.951,0.135
00WvmRXTkPBZNhhRK3xfdy,0.164,0.775,0.816,0,0.126,-5.534,0.0281,98.219,0.753
00WXjbcR195RztyuAQ90ub,0.00641,0.444,0.702,7.75E-06,0.217,-6.799,0.0608,148.096,0.27
00XrSeoUJusUuWvqd08lyF,0.411,0.443,0.876,0,0.36,-4.588,0.0499,154.588,0.706
00Y9r5SfbDdEjJhNg7laQr,0.00799,0.423,0.651,0.618,0.31,-8.741,0.0406,107.011,0.14
00zqTWtvCWvDtAqoLRl6Sy,0.376,0.682,0.646,0,0.0705,-5.509,0.0839,128.279,0.253
010ALbbh5KlQ4fKWgSdhRd,0.642,0.37,0.0772,0.69,0.112,-19.322,0.0414,119.942,0.0954
01205t95ROs3tqbFrkuQQS,0.0375,0.434,0.732,2.53E-06,0.0692,-4.197,0.0316,199.932,0.592
013AWvizllIUEC2FOBzOnh,0.403,0.555,0.698,0,0.0851,-8.874,0.0287,168.12,0.816
0158TMiGmHyibaDeaUKayX,0.00643,0.635,0.758,0,0.229,-5.772,0.0243,113.002,0.322
015qd1I4v00JIoK7yOUgKC,0.763,0.706,0.44,0,0.0958,-11.577,0.0493,90.012,0.395
017nSBNU2XHwMV0NCWZCqg,0.11,0.469,0.523,4.20E-06,0.102,-8.409,0.0269,90.062,0.197
018Idkvf82hi44UZmIXiGB,0.799,0.444,0.398,0,0.114,-8.01,0.03,79.874,0.361
018Lv2nSK23HDJeqmvw1A8,0.719,0.666,0.412,0.000978,0.116,-10.186,0.0319,147.915,0.496
019KRrap2TW8ASDAWbe6OU,0.028,0.518,0.769,5.31E-05,0.962,-8.696,0.102,122.783,0.571
01A7PEPSnmtixFPfB2UTal,0.0406,0.793,0.631,0.000478,0.207,-6.109,0.0998,119.971,0.231
01ACsk2knUnsfWeZp63nqa,0.0278,0.845,0.935,3.59E-05,0.37,-3.262,0.0671,129.943,0.962
01Aj44KIjCrPmZeXq4UOky,0.163,0.412,0.577,0,0.0969,-4.944,0.119,173.675,0.345
01BlGnXpLuC0BjgUxVYZFb,0.00141,0.66,0.811,1.17E-06,0.251,-4.852,0.0357,103.191,0.675
01Ch5LzVStxCFPKkT1xg6k,0.0859,0.733,0.578,1.19E-06,0.403,-5.245,0.0417,142.028,0.447
01CIueRxPGWmkQjjzT70wi,0.0167,0.324,0.467,0.000117,0.106,-10.307,0.0337,133.284,0.488
01CnYyPXMFRzOFVQBU8WMb,0.0626,0.613,0.801,1.15E-05,0.124,-4.431,0.0354,126.966,0.609
01cQPNCptd662nikuY42zw,0.602,0.621,0.413,4.88E-06,0.145,-12.274,0.0348,139.491,0.338
01CYr3t0hedD915PmI5l4D,0.00218,0.327,0.961,0.00013,0.246,-3.125,0.108,175.241,0.33
01Dc5vTMc9axpkvDUy0yiD,0.929,0.476,0.145,0.0172,0.11,-17.652,0.0395,117.143,0.111
01dmH2IPkrLNWIMPNXlreE,0.214,0.519,0.828,0,0.0571,-5.523,0.365,139.413,0.929
01e8dGbulrphX8j3fZDQYk,0.0849,0.614,0.715,0.000316,0.102,-6.451,0.0445,117.956,0.231
01F8B0dhzGdWvmcSO6vUdi,0.141,0.805,0.638,0,0.322,-5.864,0.0803,94.52,0.644
01FwouklQ4Kv0xj15t7tQU,0.679,0.575,0.528,0.00027,0.196,-8.281,0.0398,70.195,0.528
01gDLZsi0j5fWC28FLPNO8,0.141,0.584,0.975,0.501,0.101,-6.534,0.0651,138.341,0.876
01Gfd9dL7tNz3a125MrmSk,0.967,0.198,0.283,0.639,0.172,-12.662,0.0353,77.027,0.0664
01GHOdYIsJfrFBqsPpXd6k,0.00261,0.451,0.567,0,0.146,-7.466,0.0322,148.079,0.219
01gNiOqg8u7vT90uVgOVmz,0.135,0.51,0.398,3.78E-06,0.0634,-8.75,0.0558,119.973,0.382
01GuEEndnNy8HBs38c3qDN,0.911,0.155,0.104,0.398,0.0597,-19.101,0.0384,80.279,0.0643
01hJnhpAmjzg85Etnz2ECH,0.87,0.342,0.249,5.09E-05,0.152,-11.812,0.0277,94.746,0.203
01HW8CqQdIeejpFOa8gi9j,0.161,0.901,0.493,0.000445,0.183,-9.287,0.0603,111.385,0.661
01iIIgdoDuKn3yaNguCMmG,0.1,0.575,0.63,0,0.0956,-5.516,0.0603,119.983,0.558
01IyLgH29kt46qu8hdwf8G,0.144,0.55,0.524,0,0.24,-4.822,0.0327,130.672,0.285
01jIO8SJFnpSiNLH1JaBZ5,0.413,0.735,0.453,0,0.104,-8.264,0.0602,115.002,0.335
01JPQ87UHeGysPVwTqMJHK,0.274,0.649,0.478,0,0.176,-7.503,0.0481,99.967,0.151
01kmJXmeQaNlSZFRyFlSmz,0.101,0.623,0.681,0.0158,0.269,-15.733,0.0604,107.319,0.843
01KmuCiXyLX4G0YxVCeHDq,0.991,0.484,0.146,0.96,0.0855,-19.951,0.0394,127.556,0.55
01ksPzu3Bw8Lsf9o6xIk8C,0.62,0.844,0.639,0,0.46,-4.461,0.0437,121.033,0.974
01LODLnhlfNphZ366BqKc0,0.000101,0.566,0.951,0.103,0.266,-3.591,0.0464,128.304,0.345
01M4pDUAFpAiuvtNSDRSlE,0.602,0.77,0.734,0.0311,0.143,-8.029,0.135,93.08,0.686
01M4Wng6jF5uoNEHLl2OIn,0.212,0.635,0.695,0,0.298,-4.403,0.314,79.232,0.766
01MBhRpvFkbeRwAp7gcF2W,0.00133,0.624,0.959,0.171,0.101,-6.253,0.0769,95.794,0.69
01MFfRjAozDDQeOe60kUQQ,0.0346,0.795,0.665,0.00226,0.0292,-6.617,0.0642,103.384,0.783
01Mpj13vURSO3cCLprPt5T,0.000489,0.294,0.995,0.331,0.128,-4.383,0.168,88.777,0.0379
01mWPCa4StT9u5gGBBdmWW,0.0212,0.448,0.767,2.57E-05,0.234,-6.391,0.0315,106.365,0.254
01MXkFA8sL7at6txavDErt,0.202,0.388,0.72,0.000288,0.283,-5.541,0.033,141.283,0.554
01N5MWGnmI0Zjd0D0vXciF,0.517,0.553,0.546,4.48E-05,0.0881,-8.129,0.028,130.227,0.578
01nkjRsgpYwtbH94l7y4cg,0.137,0.501,0.877,0,0.309,-6.369,0.0484,96.993,0.268
01okr61fRFjAgm0HOBLgKF,0.388,0.819,0.328,6.54E-06,0.1,-7.337,0.0541,132.12,0.181
01oPNCtTniFT3YM4K3ksTf,0.011,0.674,0.899,0,0.327,-5.115,0.193,95.999,0.604
01OrNS0PUb0f1W9EacyxyR,0.106,0.81,0.931,0.00586,0.0704,-3.596,0.0359,133.209,0.963
01OUk7upOV5oWavszGavr3,0.628,0.654,0.56,0,0.124,-9.2,0.173,155.119,0.6
01OXa5tVuCssU6j8TY7kxr,0.0931,0.347,0.209,0.617,0.103,-15.268,0.0262,80.242,0.229
01oxuDv2GsOoj6xxhaM8eL,0.0111,0.475,0.88,0,0.161,-3.572,0.0374,167.996,0.403
01PW4iTCvh9cUHPF0eV7H3,0.000437,0.294,0.959,5.32E-05,0.0858,-2.794,0.0627,155.541,0.481
01q4ccXbvPlCwZ1fPiFaeM,0.126,0.68,0.626,1.30E-06,0.0995,-8.519,0.0255,104.333,0.96
01Q4wU19hamqnhNjtuvTyI,0.0478,0.367,0.445,0.00284,0.163,-13.615,0.0286,67.197,0.149
01qNIJfMc14nxpOoM0Xwb0,0.000144,0.409,0.766,0.361,0.269,-8.028,0.0565,122.692,0.783
01r1q2OykW2e3L17kB5bi3,0.259,0.802,0.645,0,0.0386,-5.359,0.0513,102.001,0.822
01R3dELmvQpeCgQQGHQPS6,0.746,0.259,0.4,1.62E-06,0.115,-6.108,0.0356,183.436,0.389
01RVupyBFNuALcAFZjL4FY,0.553,0.719,0.757,0,0.113,-5.32,0.0332,124.716,0.817
01SfTM5nfCou5gQL70r6gs,0.326,0.419,0.152,0.0034,0.113,-12.126,0.0277,80.608,0.239
01sOUDhgCz6cNoghrnO8bG,0.978,0.22,0.244,0.000297,0.333,-15.065,0.0337,91.958,0.302
01teVPgKyIFdbqo65UahOX,0.611,0.623,0.409,2.54E-06,0.2,-10.802,0.0357,74.75,0.613
01tFpbYAKvX1x1msvTstC7,0.27,0.682,0.45,0.213,0.183,-15.978,0.0321,114.123,0.829
01TnVDiet1DFTsyWKUKovl,0.1,0.414,0.416,0.179,0.131,-8.024,0.0251,159.91,0.196
01TuObJVd7owWchVRuQbQw,0.00112,0.797,0.608,7.66E-05,0.0748,-6.096,0.0584,127.999,0.402
01TyFEZu6mHbffsVfxgrFn,0.674,0.791,0.267,0.534,0.102,-11.997,0.0415,165.99,0.544
01TzbTwZ9Mce9mOeBpH03i,0.112,0.68,0.381,0,0.0316,-16.646,0.0291,82.186,0.701
01u6AEzGbGbQyYVdxajxqk,0.856,0.697,0.55,3.44E-05,0.0907,-11.496,0.18,84.802,0.844
01uqI4H13Gsd8Lyl1EYd8H,0.716,0.688,0.473,4.46E-05,0.104,-9.059,0.167,84.958,0.299
01UstUPbzPgq2MNp6h0tVo,0.00237,0.486,0.754,0.858,0.224,-8.552,0.0378,91.52,0.387
01UYpHuzHi4eB9PAbDoPY2,0.553,0.49,0.581,0.0177,0.0764,-6.566,0.0388,88.718,0.318
01VFDkHBNJcCNUjzD3flWg,0.0442,0.534,0.561,0.678,0.189,-11.089,0.0409,84.978,0.219
01VGA34ATxwp0Xo1ldduo2,0.855,0.652,0.455,0,0.171,-8.673,0.115,83.151,0.325
01vRKzCUSI0VWLDdV7HTox,0.716,0.315,0.496,0.0468,0.0871,-8.326,0.0323,149.234,0.812
01vv2AjxgP4uUyb8waYO5Y,0.0747,0.734,0.607,0.000577,0.0968,-7.249,0.0806,90.023,0.518
01w1oN1WO5aOThHnLBN8eS,0.0508,0.503,0.824,0,0.102,-4.779,0.0285,158.073,0.877
01wKeKPgYxdPYA8rfMveYc,0.385,0.682,0.717,0,0.152,-3.682,0.246,90.147,0.507
01wsKcJ8ptqUmatpJlEGYj,0.12,0.282,0.932,0.0335,0.0692,-4.701,0.0387,190.08,0.536
01XFgRZfZI7oBagNf1Loml,0.0111,0.452,0.794,0.00182,0.416,-5.151,0.0483,137.825,0.282
01xhMrdCefADl7HSttJaf7,0.293,0.637,0.862,0,0.217,-4.343,0.191,82.019,0.573
01YidNo562wiolWHBkzlB2,0.918,0.575,0.285,0,0.24,-15.361,0.262,143.423,0.624
01YvpF3BGxZfxLhyj6UREm,0.564,0.334,0.745,0.000364,0.369,-4.894,0.0474,135.317,0.837
01z3wyn02forxUQHEDAa0R,0.00966,0.393,0.78,1.37E-05,0.105,-4.771,0.0317,141.772,0.204
01ZepwW5W3Z4fwl4bzaHyY,0.00507,0.493,0.843,0,0.13,-5.924,0.0707,158.028,0.523
01ZoBkMJAxjPx5gQcNR7Yl,0.0155,0.654,0.721,0.000923,0.235,-6.705,0.0554,80.27,0.674
022odEBLFu7Ryy7H3A6tkF,0.32,0.657,0.494,0.852,0.0435,-11.993,0.0252,92.064,0.313
023ieUg05POKHTm72t4Qng,0.661,0.622,0.486,2.73E-05,0.214,-12.544,0.0355,152.169,0.908
023OVLNzXhX0j7CxswUt6D,0.141,0.78,0.68,1.20E-05,0.138,-6.081,0.0305,118.026,0.594
025Jb5eFLmoxi7VfVboILd,0.985,0.224,0.161,0.0392,0.0868,-18.556,0.0406,60.975,0.141
026VkpZ1VugOyUcbwnb5z1,0.00535,0.498,0.765,0.333,0.417,-12.018,0.0505,174.637,0.902
0273i5ysrlovK8rr0KJfQn,0.0867,0.592,0.865,3.53E-06,0.103,-3.183,0.0282,124.278,0.659
027CQkZSId1SGW3h7xeOTC,0.0541,0.595,0.979,5.86E-05,0.323,-5.946,0.148,105.19,0.501
027tq4cWr0kRxLTfdxvM1L,0.821,0.583,0.488,1.71E-05,0.115,-10.494,0.0444,98.497,0.191
028njLMKzGg4gAVSgMeOhm,0.00784,0.466,0.957,0,0.48,-3.302,0.0637,183.959,0.657
029l68p4fPYZeAgJ5c60zR,0.0144,0.573,0.837,0.0889,0.0544,-8.352,0.0337,101.59,0.796
02acUMylPHMjJ9miDc9b38,0.0152,0.435,0.729,2.63E-05,0.11,-4.818,0.0307,188.017,0.524
02b0vxOu1dFKNoUR58YVnk,0.194,0.436,0.56,0.000443,0.104,-9.166,0.0368,135.264,0.903
02B7SoMf8FmdWJdZTqpnWF,0.0221,0.581,0.874,2.38E-06,0.113,-5.811,0.0347,143.284,0.947
02BsTeJE4q5gWOTt58ur5U,0.69,0.707,0.346,0.145,0.1,-12.397,0.0251,85.094,0.49
02BumRY2OTFMkMxrXSVMat,0.994,0.375,0.00406,0.908,0.0842,-31.824,0.0671,139.682,0.358
02CygBCQOIyEuhNZqHHcNx,0.205,0.802,0.607,0.000748,0.246,-11.028,0.289,96.916,0.274
02D9uD9WQb834Lb54xCvDS,0.349,0.606,0.648,0,0.639,-7.802,0.0466,59.041,0.646
02dphTJYUQ9pmdNC52iyOz,0.0124,0.434,0.897,4.22E-05,0.0772,-4.845,0.0695,135.54,0.376
02eD9ymfJOJOhM97HYp5R9,0.575,0.515,0.3,8.46E-06,0.115,-8.005,0.0289,81.12,0.206
02Ey48n33H3erWJRZAtTFj,0.444,0.499,0.497,1.41E-06,0.108,-7.811,0.0449,149.278,0.235
02gj0J38nzyO9lNi9mzi3A,0.0345,0.586,0.865,5.55E-06,0.165,-4.092,0.319,172.917,0.468
02grSy81O6RjD2MByWf9ge,0.975,0.161,0.0738,0.914,0.108,-22.821,0.0565,79.522,0.385
02GwPAncasVL82yC7y2hmN,0.142,0.735,0.844,0,0.319,-5.215,0.167,156.069,0.742
02hiFgacAzz7zGl5EF53eo,0.334,0.666,0.604,0.47,0.118,-9.924,0.0314,120.17,0.321
02KG9DpLT3bV4fzUM1bORW,0.0268,0.616,0.766,1.05E-06,0.329,-11.095,0.0321,105.764,0.883
02KGkBz8Tyc9TB2RqCd9Z5,0.199,0.488,0.513,0.0396,0.173,-7.469,0.0257,73.055,0.406
02kktHzo2hLLzqDXbul3Zl,0.0676,0.752,0.681,0.382,0.174,-7.397,0.0298,95.8,0.713
02KpkaZbiutsR0ucxce4Sh,0.626,0.535,0.424,0,0.191,-7.491,0.0314,97.506,0.539
02LAK7qT1wya0klSeNO96f,0.157,0.698,0.447,0.00564,0.405,-8.04,0.102,133.776,0.407
02LnwwnaanFpM5dZNArPBb,0.0386,0.831,0.79,0.000473,0.0708,-5.322,0.0843,93.998,0.96
02LrmnkHvOcQo6L2RBdfqu,0.000729,0.375,0.839,6.11E-06,0.185,-5.546,0.0597,177.494,0.666
02lTDOxHeXTHsdwXoz6lpC,0.083,0.269,0.895,0.00266,0.153,-6.382,0.118,168.479,0.16
02M2OoPaKPmkCl7kidq6nK,0.655,0.478,0.33,0.847,0.177,-13.283,0.036,113.902,0.455
02M6vucOvmRfMxTXDUwRXu,0.0128,0.747,0.705,0,0.126,-5.137,0.126,136.024,0.56
02O71P5xudugRmFCFsQe9E,0.0643,0.613,0.887,2.92E-05,0.168,-5.989,0.0263,132.834,0.76
02opp1cycqiFNDpLd2o1J3,0.191,0.442,0.684,0,0.0725,-4.888,0.168,170.861,0.218
02p3SB7cipcWK3STz7aLbK,0.17,0.74,0.703,0,0.17,-7.663,0.0543,81.984,0.961
02pf9lLM8Nb8l4u4ts1GWb,0.0933,0.673,0.464,0,0.21,-6.864,0.201,171.043,0.762
02POyqtbrdmYQ3RxsTrYMD,0.0277,0.403,0.763,0.00985,0.148,-6.727,0.118,82.812,0.455
02PTdS9L4BFXOtNvyM1ukF,8.38E-05,0.445,0.872,3.36E-06,0.229,-4.205,0.0443,142.035,0.211
02QPENpZVWiSrrLRXsXNqE,0.1,0.622,0.674,0,0.0685,-4.94,0.0275,97.991,0.633
02QQXgeAghpU4smdM7l7We,0.0448,0.707,0.724,0,0.072,-3.887,0.051,108.984,0.659
02qR0Dbi6JawnhEHD3UxHq,0.767,0.598,0.244,3.38E-05,0.106,-8.003,0.0374,117.108,0.225
02qR0hR0KIzPApfuyFRfKn,0.367,0.314,0.589,0.341,0.133,-14.699,0.0321,100.2,0.767
02RDTSLWoJeM4hd8pJzGlo,0.235,0.328,0.769,0.00962,0.256,-11.352,0.0441,108.726,0.583
02rlDATSROFtjqmvs1dBKr,0.0524,0.781,0.807,0,0.122,-5.574,0.261,90.008,0.605
02sENi9ULQ36x9mKo5B7XW,0.477,0.62,0.711,0.000168,0.0812,-6.943,0.035,98.263,0.96
02TQFXm2cV6uwOr2OmlYBC,0.131,0.666,0.788,0.000146,0.15,-6.821,0.0335,91.014,0.922
02TspWzcxpgDAfy97EJSn8,0.00204,0.242,0.927,0,0.334,-5.045,0.0917,176.848,0.452
02tvc9CFnTyHuSRlGeNv9w,0.653,0.61,0.305,0,0.103,-14.037,0.053,113.818,0.222
02Ub2Xv4Vs3UEthDciGPvq,0.739,0.757,0.441,0.558,0.141,-15.771,0.0325,140.141,0.59
02UFwtmJ0ogLQWMx43Okuh,0.313,0.428,0.682,1.34E-05,0.116,-10.862,0.0441,168.58,0.961
02UnamzTn2rySwzcMkq5qx,0.209,0.573,0.662,3.92E-05,0.323,-4.461,0.0265,140.046,0.256
02uRToy7bttYcKCO3vIStA,0.0461,0.896,0.684,0.051,0.164,-6.099,0.0731,99.995,0.686
02UYYPOGSBXxGEMce927XV,0.397,0.712,0.511,0,0.483,-8.753,0.0297,117.896,0.412
02VxlOxetoqdcq2G7zHImz,0.294,0.683,0.713,2.47E-05,0.0997,-5.512,0.025,96.27,0.286
02WDuAXXKumemrvsmrVBvH,0.329,0.584,0.768,0,0.0587,-4.185,0.058,152.005,0.729
02WVK9TPtjSOcmy9cDkd5D,0.00559,0.374,0.663,0.00976,0.357,-13.454,0.117,166.112,0.519
02wVmJecRUCtkppST87OLx,0.136,0.745,0.532,0,0.061,-8.201,0.138,115.992,0.507
02Wxt6S5N3socdwU5nMvuH,0.321,0.802,0.756,0,0.183,-4.881,0.0713,91.995,0.702
02XvknCqa2kPcOLdqD9h69,0.00135,0.849,0.509,0.135,0.118,-10.47,0.119,98.345,0.335
02Z7LG6DNTuVTJiGdvTwDu,0.6,0.676,0.113,1.56E-05,0.0696,-17.238,0.055,71.11,0.233
02ZorlDGq0uTnMobHNh4EL,0.539,0.489,0.535,0.0266,0.166,-10.34,0.0933,175.921,0.04
0301nLjG0ti26rx5ZmfqtP,0.112,0.795,0.6,0.000171,0.111,-14.004,0.341,101.78,0.633
0304Y3lXclcRh5N50KJ3sE,0.000641,0.281,0.976,2.31E-06,0.0517,-3.471,0.0738,99.383,0.421
030OCtLMrljNhp8OWHBWW3,0.000176,0.59,0.698,0,0.107,-4.262,0.0286,95.975,0.352
031uTUhyy6xmDJqmeWJBi9,0.000321,0.453,0.959,0.14,0.132,-6.121,0.119,139.997,0.204
032kwZ9kg4yIaIPBOOIwlm,0.454,0.512,0.23,0.000139,0.0508,-16.412,0.0301,127.567,0.457
0336UwEBwBBao8uWCuugYr,0.391,0.665,0.488,0.000647,0.0952,-4.711,0.327,151.582,0.549
035QPHPAcqApSGMMcogT45,0.211,0.74,0.51,0.00951,0.0825,-7.477,0.0242,105.013,0.528
036dNRa0mD4rC2TJJwQYaC,0.647,0.774,0.414,2.98E-05,0.111,-8.472,0.234,86.043,0.605
03794FHTruV54i92ZvNESw,0.00227,0.584,0.823,0.349,0.0754,-4.572,0.157,148.068,0.323
037DAJ2ClglNQbEvXpGav4,0.000179,0.587,0.613,0.151,0.178,-9.444,0.0341,85.693,0.655
038jgLNIvp7QQNf5vILf5d,0.047,0.765,0.706,4.25E-06,0.36,-5.477,0.026,116.02,0.669
0398HQYTM3nrwsnA2ovFrp,0.0204,0.614,0.554,0.12,0.0643,-7.906,0.0419,143.49,0.827
03b1NUHnoavfpLLKcEMfIb,0.105,0.397,0.74,0,0.15,-6.584,0.143,174.039,0.431
03By6gD02qhtvIQiK8KidK,0.287,0.476,0.612,0.000252,0.0877,-7.01,0.0335,177.233,0.909
03C0lOgIOKlsJpaF5KtWDE,0.00613,0.458,0.752,0,0.307,-5.599,0.03,62.422,0.287
03CMUlyOZzrNXJnb8Vzm4l,0.688,0.524,0.446,0.000745,0.101,-7.823,0.0275,97.856,0.272
03d8S7FBY2kIzhP0E7l4rn,0.765,0.777,0.604,6.79E-05,0.11,-5.813,0.12,99.934,0.672
03DQO1cC5RzTWRxJLzJCgy,0.567,0.477,0.464,0,0.487,-10.818,0.0272,77.917,0.689
03ekKKm4AHradccE84Sfny,0.0881,0.547,0.657,0,0.135,-4.482,0.0491,103.966,0.353
03EswEfc8sYqEVAyjOfFFn,0.88,0.471,0.253,0.00838,0.111,-14.737,0.0296,50.75,0.431
